transaction_id,user_id,amount,timestamp,beneficiary_id,beneficiary_new,device_id,device_new,location,transaction_frequency,fraud_label
TXN1055,user_std_02,153.55,2026-08-08 02:23:27,BENEF_XEROX,0,DEV_POOJA_MOBILE,0,Bengaluru,3.3,0
TXN1034,user_std_01,276.99,2026-08-08 04:23:43,BENEF_LANDLORD,0,DEV_AARAV_PHONE,0,Mumbai Suburban,1.5,0
TXN1090,user_hni_01,18984.64,2026-08-08 18:45:13,BENEF_HOTEL_LUXE,0,DEV_VIKRAM_MAC,0,Gurugram,4.1,0
TXN1088,user_hni_01,14172.91,2026-08-08 21:11:13,BENEF_LOGISTICS_EXP,0,DEV_VIKRAM_IPHONE,0,Delhi,4.6,0
TXN1005,user_std_01,439.85,2026-08-08 22:29:42,BENEF_CHAI_CORNER,0,DEV_AARAV_PHONE,0,Mumbai,2.3,0
TXN1081,user_hni_01,22157.49,2026-08-08 23:16:01,BENEF_HOTEL_LUXE,0,DEV_VIKRAM_IPHONE,0,Gurugram,3.5,0
TXN1032,user_std_01,900.65,2026-08-09 01:17:10,BENEF_CHAI_CORNER,0,DEV_AARAV_PHONE,0,Mumbai,1.9,0
TXN1066,user_hni_01,6121.56,2026-08-09 03:22:21,BENEF_LOGISTICS_EXP,0,DEV_VIKRAM_MAC,0,Gurugram,2.4,0
TXN1093,user_hni_01,20848.69,2026-08-09 19:38:08,BENEF_DISTRIBUTOR_A,0,DEV_VIKRAM_MAC,0,Delhi,3.7,0
TXN1016,user_std_01,608.31,2026-08-09 20:09:16,BENEF_CHAI_CORNER,0,DEV_AARAV_PHONE,0,Mumbai,1.2,0
TXN1095,user_hni_01,18876.81,2026-08-09 20:25:06,BENEF_HOTEL_LUXE,0,DEV_VIKRAM_MAC,0,Gurugram,2.6,0
TXN1073,user_hni_01,16402.28,2026-08-09 21:18:53,BENEF_HOTEL_LUXE,0,DEV_VIKRAM_IPHONE,0,Gurugram,4.5,0
TXN1041,user_std_02,119.49,2026-08-09 22:13:01,BENEF_METRO_CARD,0,DEV_POOJA_MOBILE,0,Bengaluru,2.4,0
TXN1036,user_std_02,235.79,2026-08-10 01:18:58,BENEF_XEROX,0,DEV_POOJA_MOBILE,0,Bengaluru,3.8,0
TXN1029,user_std_01,838.62,2026-08-10 03:45:01,BENEF_COLLEAGUE_RAVI,0,DEV_AARAV_PHONE,0,Mumbai Suburban,2.4,0
TXN1062,user_std_02,186.72,2026-08-10 04:58:30,BENEF_HOSTEL_MESS,0,DEV_POOJA_MOBILE,0,Bengaluru,3.2,0
TXN1037,user_std_02,243.06,2026-08-11 04:32:18,BENEF_METRO_CARD,0,DEV_POOJA_MOBILE,0,Bengaluru,3.0,0
TXN1071,user_hni_01,18126.44,2026-08-11 18:17:19,BENEF_VENDOR_STEEL,0,DEV_VIKRAM_MAC,0,Delhi,4.4,0
TXN1061,user_std_02,348.53,2026-08-11 21:54:54,BENEF_METRO_CARD,0,DEV_POOJA_MOBILE,0,Bengaluru,3.5,0
TXN1050,user_std_02,161.21,2026-08-12 00:04:15,BENEF_CANTEEN,0,DEV_POOJA_MOBILE,0,Bengaluru,3.4,0
TXN1101,user_hni_01,15014.76,2026-08-12 01:12:06,BENEF_DISTRIBUTOR_A,0,DEV_VIKRAM_IPHONE,0,Gurugram,4.6,0
TXN1047,user_std_02,438.19,2026-08-12 02:44:01,BENEF_CANTEEN,0,DEV_POOJA_MOBILE,0,Bengaluru,3.2,0
TXN1012,user_std_01,851.91,2026-08-12 04:23:38,BENEF_COLLEAGUE_RAVI,0,DEV_AARAV_PHONE,0,Mumbai Suburban,2.5,0
TXN1103,user_hni_01,18285.33,2026-08-12 18:56:00,BENEF_LOGISTICS_EXP,0,DEV_VIKRAM_MAC,0,Delhi,4.6,0
TXN1100,user_hni_01,11390.91,2026-08-12 20:06:07,BENEF_LOGISTICS_EXP,0,DEV_VIKRAM_MAC,0,Delhi,3.5,0
TXN1076,user_hni_01,7615.21,2026-08-12 21:41:14,BENEF_LOGISTICS_EXP,0,DEV_VIKRAM_MAC,0,Gurugram,3.2,0
TXN1010,user_std_01,821.21,2026-08-12 22:30:30,BENEF_CHAI_CORNER,0,DEV_AARAV_PHONE,0,Mumbai Suburban,1.0,0
TXN1086,user_hni_01,8609.42,2026-08-12 23:42:56,BENEF_HOTEL_LUXE,0,DEV_VIKRAM_IPHONE,0,Gurugram,4.7,0
TXN1051,user_std_02,242.45,2026-08-13 00:57:24,BENEF_XEROX,0,DEV_POOJA_MOBILE,0,Bengaluru,3.4,0
TXN1006,user_std_01,694.29,2026-08-13 01:03:52,BENEF_COLLEAGUE_RAVI,0,DEV_AARAV_PHONE,0,Mumbai Suburban,1.5,0
TXN1074,user_hni_01,13780.62,2026-08-13 21:46:57,BENEF_VENDOR_STEEL,0,DEV_VIKRAM_MAC,0,Gurugram,5.3,0
TXN1077,user_hni_01,13345.9,2026-08-13 23:26:09,BENEF_VENDOR_STEEL,0,DEV_VIKRAM_MAC,0,Gurugram,4.8,0
TXN1027,user_std_01,1284.81,2026-08-14 00:14:11,BENEF_LANDLORD,0,DEV_AARAV_PHONE,0,Mumbai,2.8,0
TXN1058,user_std_02,284.3,2026-08-14 07:53:53,BENEF_CANTEEN,0,DEV_POOJA_MOBILE,0,Bengaluru,2.6,0
TXN1007,user_std_01,849.3,2026-08-14 20:18:02,BENEF_LANDLORD,0,DEV_AARAV_PHONE,0,Mumbai Suburban,2.3,0
TXN1097,user_hni_01,13625.69,2026-08-14 21:48:33,BENEF_HOTEL_LUXE,0,DEV_VIKRAM_IPHONE,0,Delhi,3.7,0
TXN1031,user_std_01,557.92,2026-08-14 22:20:28,BENEF_SUPERMART,0,DEV_AARAV_PHONE,0,Mumbai Suburban,1.8,0
TXN1094,user_hni_01,11982.22,2026-08-15 19:33:54,BENEF_DISTRIBUTOR_A,0,DEV_VIKRAM_MAC,0,Delhi,4.5,0
TXN1059,user_std_02,79.36,2026-08-15 22:27:23,BENEF_METRO_CARD,0,DEV_POOJA_MOBILE,0,Bengaluru,3.8,0
TXN1035,user_std_01,1060.88,2026-08-16 06:45:51,BENEF_SUPERMART,0,DEV_AARAV_PHONE,0,Mumbai Suburban,2.7,0
TXN1065,user_hni_01,13630.78,2026-08-16 18:52:09,BENEF_VENDOR_STEEL,0,DEV_VIKRAM_MAC,0,Gurugram,3.9,0
TXN1021,user_std_01,577.12,2026-08-16 18:55:33,BENEF_CHAI_CORNER,0,DEV_AARAV_PHONE,0,Mumbai Suburban,1.0,0
TXN1102,user_hni_01,12739.0,2026-08-16 19:50:44,BENEF_VENDOR_STEEL,0,DEV_VIKRAM_IPHONE,0,Gurugram,3.9,0
TXN1082,user_hni_01,19164.23,2026-08-16 20:26:38,BENEF_DISTRIBUTOR_A,0,DEV_VIKRAM_MAC,0,Delhi,3.4,0
TXN1038,user_std_02,159.43,2026-08-16 21:33:47,BENEF_XEROX,0,DEV_POOJA_MOBILE,0,Bengaluru,3.1,0
TXN1060,user_std_02,69.9,2026-08-16 21:58:58,BENEF_CANTEEN,0,DEV_POOJA_MOBILE,0,Bengaluru,2.8,0
TXN1087,user_hni_01,10937.29,2026-08-17 00:35:02,BENEF_DISTRIBUTOR_A,0,DEV_VIKRAM_MAC,0,Delhi,3.6,0
TXN1020,user_std_01,914.33,2026-08-17 19:59:36,BENEF_LANDLORD,0,DEV_AARAV_PHONE,0,Mumbai,1.5,0
TXN1078,user_hni_01,9406.3,2026-08-17 20:44:12,BENEF_VENDOR_STEEL,0,DEV_VIKRAM_IPHONE,0,Gurugram,3.6,0
TXN1018,user_std_01,779.1,2026-08-17 23:14:41,BENEF_CHAI_CORNER,0,DEV_AARAV_PHONE,0,Mumbai,2.7,0
TXN1045,user_std_02,101.32,2026-08-18 00:53:16,BENEF_CANTEEN,0,DEV_POOJA_MOBILE,0,Bengaluru,2.9,0
TXN1049,user_std_02,51.34,2026-08-18 07:53:39,BENEF_CANTEEN,0,DEV_POOJA_MOBILE,0,Bengaluru,2.9,0
TXN1025,user_std_01,506.42,2026-08-18 17:29:09,BENEF_LANDLORD,0,DEV_AARAV_PHONE,0,Mumbai Suburban,3.1,0
TXN1052,user_std_02,334.51,2026-08-18 19:35:47,BENEF_METRO_CARD,0,DEV_POOJA_MOBILE,0,Bengaluru,3.0,0
TXN1040,user_std_02,153.55,2026-08-18 19:43:10,BENEF_CANTEEN,0,DEV_POOJA_MOBILE,0,Bengaluru,3.7,0
TXN1069,user_hni_01,25862.69,2026-08-19 00:49:59,BENEF_DISTRIBUTOR_A,0,DEV_VIKRAM_MAC,0,Delhi,4.0,0
TXN1008,user_std_01,755.0,2026-08-19 03:37:54,BENEF_CHAI_CORNER,0,DEV_AARAV_PHONE,0,Mumbai Suburban,1.7,0
TXN1056,user_std_02,58.35,2026-08-19 03:42:43,BENEF_HOSTEL_MESS,0,DEV_POOJA_MOBILE,0,Bengaluru,3.3,0
TXN1019,user_std_01,200.0,2026-08-19 06:18:58,BENEF_LANDLORD,0,DEV_AARAV_PHONE,0,Mumbai Suburban,2.3,0
TXN1004,user_std_01,865.17,2026-08-19 20:24:29,BENEF_COLLEAGUE_RAVI,0,DEV_AARAV_PHONE,0,Mumbai Suburban,1.5,0
TXN1070,user_hni_01,28819.16,2026-08-20 00:19:38,BENEF_VENDOR_STEEL,0,DEV_VIKRAM_IPHONE,0,Delhi,3.3,0
TXN1024,user_std_01,501.33,2026-08-20 01:18:17,BENEF_CHAI_CORNER,0,DEV_AARAV_PHONE,0,Mumbai,2.0,0
TXN1017,user_std_01,425.59,2026-08-20 05:10:51,BENEF_COLLEAGUE_RAVI,0,DEV_AARAV_PHONE,0,Mumbai,2.3,0
TXN1033,user_std_01,1204.67,2026-08-20 06:37:35,BENEF_SUPERMART,0,DEV_AARAV_PHONE,0,Mumbai,2.0,0
TXN1014,user_std_01,1038.62,2026-08-20 21:33:47,BENEF_LANDLORD,0,DEV_AARAV_PHONE,0,Mumbai,2.7,0
TXN1057,user_std_02,136.85,2026-08-21 04:58:33,BENEF_XEROX,0,DEV_POOJA_MOBILE,0,Bengaluru,4.3,0
TXN1026,user_std_01,739.19,2026-08-21 05:40:28,BENEF_SUPERMART,0,DEV_AARAV_PHONE,0,Mumbai Suburban,2.2,0
TXN1044,user_std_02,287.05,2026-08-21 07:34:26,BENEF_CANTEEN,0,DEV_POOJA_MOBILE,0,Bengaluru,2.5,0
TXN1048,user_std_02,436.48,2026-08-21 21:46:15,BENEF_XEROX,0,DEV_POOJA_MOBILE,0,Bengaluru,3.3,0
TXN1098,user_hni_01,19611.42,2026-08-22 00:17:23,BENEF_VENDOR_STEEL,0,DEV_VIKRAM_MAC,0,Gurugram,3.7,0
TXN1013,user_std_01,579.88,2026-08-22 03:21:48,BENEF_LANDLORD,0,DEV_AARAV_PHONE,0,Mumbai,2.8,0
TXN1043,user_std_02,349.95,2026-08-22 07:37:40,BENEF_XEROX,0,DEV_POOJA_MOBILE,0,Bengaluru,3.3,0
TXN1107,user_std_02,14000.0,2026-08-23 11:06:00,BENEF_GAMING_PORTAL,1,DEV_NEW_EMULATOR,1,Noida,6.5,1
TXN1106,user_std_01,28000.0,2026-08-23 12:47:00,BENEF_UNKNOWN_MULE,1,DEV_UNKNOWN_99,1,Kolkata,6.5,1
TXN1108,user_lim_01,42000.0,2026-08-23 13:50:00,BENEF_CRYPTO_SWAP,1,DEV_NEW_ROOTED_PHONE,1,Surat,6.5,1
